,v,vw,o,c,h,l,t,n
22875,2545.0,182.5049,182.45,182.48,182.55,182.45,1714982460000,80
22876,3755.0,182.3993,182.47,182.41,182.47,182.34,1714982520000,100
22877,1904.0,182.537,182.45,182.5,182.5,182.45,1714982580000,67
22878,10055.0,182.8966,182.71,182.97,183.0,182.71,1714982640000,205
22879,6327.0,183.1225,182.99,183.24,183.24,182.99,1714982700000,164
22880,13930.0,183.2491,183.22,183.28,183.33,183.13,1714982760000,212
22881,6528.0,183.4105,183.28,183.45,183.5,183.28,1714982820000,159
22882,6613.0,183.2678,183.41,183.3,183.41,183.2,1714982880000,124
22883,5616.0,183.2679,183.26,183.33,183.33,183.24,1714982940000,68
22884,4019.0,183.344,183.3,183.45,183.45,183.3,1714983000000,92
22885,7685.0,183.5564,183.43,183.56,183.66,183.43,1714983060000,169
22886,7021.0,183.6177,183.54,183.78,183.8,183.5,1714983120000,191
22887,3942.0,183.7773,183.7,183.75,183.88,183.69,1714983180000,108
22888,2248.0,183.7923,183.8,183.8,183.8,183.79,1714983240000,67
22889,1940.0,183.8082,183.8,183.8,183.8,183.8,1714983300000,67
22890,5032.0,183.8003,183.78,183.7,183.9,183.65,1714983360000,151
22891,2268.0,183.541,183.6,183.57,183.6,183.51,1714983420000,132
22892,1251.0,183.5969,183.6,183.6,183.6,183.6,1714983480000,40
22893,2758.0,183.6358,183.6,183.6,183.6,183.6,1714983540000,90
22894,891.0,183.6046,183.59,183.6,183.6,183.59,1714983600000,34
22895,947.0,183.5948,183.6,183.59,183.6,183.59,1714983660000,24
22896,16729.0,183.212,183.59,183.08,183.6,183.0,1714983720000,298
22897,2946.0,183.0847,183.01,183.22,183.22,183.0,1714983780000,176
22898,2193.0,183.2714,183.25,183.26,183.3,183.25,1714983840000,39
22899,2120.0,183.2252,183.25,183.15,183.26,183.15,1714983900000,63
22900,1305.0,183.1469,183.15,183.13,183.15,183.13,1714983960000,41
22901,1128.0,183.1812,183.19,183.2,183.2,183.19,1714984020000,46
22902,3382.0,183.0726,183.16,182.95,183.16,182.95,1714984080000,102
22903,2823.0,182.9595,183.0,183.01,183.01,182.91,1714984140000,77
22904,1404.0,183.1413,183.15,183.15,183.15,183.15,1714984200000,21
22905,2997.0,183.1309,183.15,183.17,183.17,183.01,1714984260000,50
22906,1909.0,183.1372,183.17,183.11,183.17,183.11,1714984380000,68
22907,2804.0,183.1221,183.11,183.18,183.18,183.11,1714984440000,48
22908,4571.0,183.2761,183.12,183.4,183.4,183.12,1714984500000,80
22909,4890.0,183.4523,183.46,183.35,183.52,183.35,1714984560000,103
22910,1662.0,183.33,183.36,183.34,183.37,183.34,1714984620000,45
22911,3238.0,183.2781,183.34,183.15,183.34,183.15,1714984680000,62
22912,1627.0,183.1569,183.18,183.1,183.18,183.1,1714984860000,74
22913,8025.0,182.7856,183.03,182.82,183.03,182.51,1714984920000,225
22914,937.0,182.9732,182.95,182.95,182.95,182.95,1714984980000,59
22915,1219.0,182.8981,182.99,182.88,182.99,182.88,1714985040000,35
22916,1238.0,182.9076,182.88,182.91,182.91,182.88,1714985160000,36
22917,1217.0,182.8874,182.9,182.88,182.9,182.88,1714985220000,27
22918,1352.0,182.9212,182.92,182.94,182.94,182.92,1714985340000,34
22919,1318.0,182.9486,182.94,182.95,182.95,182.94,1714985400000,44
22920,400.0,183.0266,183.03,183.03,183.03,183.03,1714985580000,23
22921,4520.0,183.2846,183.13,183.25,183.66,183.13,1714985640000,124
22922,1516.0,183.2475,183.25,183.24,183.25,183.24,1714985700000,54
22923,1194.0,183.1348,183.1,183.11,183.16,183.1,1714985760000,30
22924,661.0,183.1349,183.15,183.15,183.15,183.15,1714985880000,14
22925,1023.0,183.0927,183.05,183.06,183.06,183.05,1714985940000,47
22926,2046.0,183.2309,183.2,183.2,183.2,183.2,1714986180000,74
22927,2079.0,183.3597,183.38,183.35,183.38,183.33,1714986240000,43
22928,4611.0,183.3894,183.33,183.42,183.42,183.33,1714986300000,60
22929,164.0,183.3688,183.38,183.38,183.38,183.38,1714986360000,11
22930,662.0,183.3794,183.38,183.38,183.38,183.38,1714986420000,27
22931,552.0,183.3633,183.35,183.37,183.37,183.35,1714986480000,27
22932,808.0,183.2436,183.24,183.22,183.24,183.22,1714986600000,34
22933,490.0,183.3294,183.32,183.35,183.35,183.32,1714986720000,19
22934,948.0,183.3135,183.33,183.3,183.33,183.3,1714986780000,39
22935,3409.0,183.1972,183.25,183.12,183.25,183.1,1714986900000,116
22936,623.0,183.1507,183.1,183.1,183.1,183.1,1714987020000,27
22937,2094.0,183.1324,183.15,183.1,183.16,183.1,1714987200000,76
22938,148.0,183.1217,183.11,183.11,183.11,183.11,1714987260000,11
22939,1304.0,183.1662,183.12,183.12,183.12,183.12,1714987320000,48
22940,1543.0,183.1486,183.14,183.15,183.15,183.14,1714987500000,26
22941,938.0,183.1216,183.13,183.13,183.13,183.13,1714987560000,45
22942,4230.0,183.025,183.07,183.01,183.07,183.0,1714987620000,126
22943,639.0,182.941,182.94,182.94,182.94,182.94,1714987860000,17
22944,924.0,182.9563,182.96,182.97,182.97,182.96,1714987920000,34
22945,408.0,182.9891,183.0,183.0,183.0,183.0,1714987980000,24
22946,728.0,183.0482,183.04,183.04,183.04,183.04,1714988040000,23
22947,644.0,183.0728,183.07,183.07,183.07,183.07,1714988220000,31
22948,518.0,183.1042,183.1,183.1,183.1,183.1,1714988460000,22
22949,212.0,183.146,183.16,183.16,183.16,183.16,1714988580000,10
22950,2243.0,183.1147,183.1,183.1,183.16,183.1,1714988700000,54
22951,474.0,183.1038,183.1,183.1,183.1,183.1,1714988760000,16
22952,939.0,183.1064,183.1,183.1,183.1,183.1,1714988820000,32
22953,1342.0,183.1689,183.16,183.18,183.2,183.16,1714988940000,44
22954,706.0,183.1823,183.18,183.17,183.18,183.17,1714989000000,21
22955,352.0,183.1879,183.2,183.2,183.2,183.2,1714989060000,24
22956,335.0,183.1678,183.17,183.17,183.17,183.17,1714989120000,16
22957,383.0,183.1499,183.14,183.14,183.14,183.14,1714989240000,27
22958,389.0,183.1687,183.17,183.17,183.17,183.17,1714989300000,19
22959,933.0,183.1136,183.11,183.11,183.11,183.11,1714989360000,52
22960,1329.0,183.1832,183.19,183.19,183.19,183.17,1714989540000,34
22961,6203.0,183.3095,183.2,183.38,183.38,183.19,1714989600000,113
22962,661.0,183.3527,183.38,183.38,183.38,183.38,1714989780000,21
22963,1511.0,183.2653,183.32,183.23,183.32,183.23,1714989840000,61
22964,711.0,183.2882,183.3,183.29,183.3,183.29,1714989960000,28
22965,561.0,183.2852,183.29,183.29,183.29,183.29,1714990020000,18
22966,558.0,183.296,183.3,183.3,183.3,183.3,1714990080000,22
22967,1010.0,183.3534,183.36,183.36,183.36,183.36,1714990260000,37
22968,681.0,183.3699,183.38,183.38,183.38,183.38,1714990320000,26
22969,331.0,183.3414,183.33,183.33,183.33,183.33,1714990440000,23
22970,463.0,183.3414,183.35,183.33,183.35,183.33,1714990500000,28
22971,526.0,183.3501,183.34,183.34,183.34,183.34,1714990740000,28
22972,699.0,183.3565,183.33,183.33,183.33,183.33,1714990800000,26
22973,1180.0,183.3443,183.34,183.33,183.34,183.33,1714990860000,26
22974,1086.0,183.3008,183.33,183.29,183.33,183.29,1714990920000,62
22975,616.0,183.2971,183.31,183.3,183.31,183.3,1714990980000,22
22976,1121.0,183.2568,183.25,183.26,183.26,183.25,1714991100000,58
22977,1589.0,183.2,183.22,183.19,183.22,183.19,1714991160000,69
22978,2533.0,183.1276,183.17,183.06,183.17,183.06,1714991220000,86
22979,6404.0,182.9953,183.03,183.01,183.03,182.98,1714991280000,137
22980,1536.0,182.9034,182.9,182.91,182.91,182.9,1714991340000,78
22981,1967.0,183.0205,182.98,183.0,183.0,182.98,1714991400000,48
22982,3413.0,183.0386,183.09,183.05,183.09,182.98,1714991460000,70
22983,1187.0,183.0156,183.02,183.0,183.02,183.0,1714991520000,47
22984,1876.0,182.9393,183.0,182.9,183.0,182.9,1714991580000,66
22985,3684.0,182.8203,182.9,182.8,182.9,182.8,1714991700000,132
